ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
335-81-4679,Jennifer,Wade,F,428 Green Place Suite 916,Pueblo|CO|81007|38.387|-104.7792|151815,"Engineer, biomedical",adults_2550_female_urban,4167,6,4167,Website,1973-05-31,49
115-50-2613,Shannon,Hughes,F,5046 Sandra Shore Apt. 827,Commerce City|CO|80022|39.8259|-104.9113|42699,Warden/ranger,adults_2550_female_urban,1296,55,1296,Website,1983-08-01,39
616-08-6773,Christina,Cunningham,F,68921 Jennifer Shore,Denver|CO|80214|39.7436|-105.0643|990452,Dancer,adults_2550_female_urban,742,1,742,Website,1975-10-15,46
859-69-6650,Susan,Williams,F,87479 Megan Hollow Suite 819,Pueblo|CO|81003|38.2843|-104.6234|151815,"Chemist, analytical",adults_2550_female_urban,1971,3,1971,Website,1993-03-14,29
566-27-2926,Jillian,Fletcher,F,67440 Shane Drive,Arvada|CO|80004|39.8141|-105.1177|122111,Visual merchandiser,adults_2550_female_urban,2698,31,2698,Website,1994-10-07,27
347-25-5120,Susan,Holden,F,8504 William Vista Suite 256,Colorado Springs|CO|80921|39.0487|-104.814|525713,Phytotherapist,adults_2550_female_urban,2074,24,2074,Website,1985-09-16,37
495-49-4776,Alexis,Young,F,2812 Bailey Lake Apt. 948,Littleton|CO|80125|39.4845|-105.0561|320420,Bookseller,adults_2550_female_urban,2978,33,2978,Website,1972-03-05,50
749-46-6879,Melissa,Martin,F,652 Jones Bridge,Louisville|CO|80027|39.9789|-105.1456|31034,Food technologist,adults_2550_female_urban,3333,10,3333,Website,1973-07-24,49
613-22-3678,Holly,Rogers,F,4287 Louis Meadows,Littleton|CO|80130|39.5414|-104.9218|320420,Occupational psychologist,adults_2550_female_urban,280,45,280,Website,1993-12-18,28
458-33-6183,Cassandra,Johnson,F,18386 Henry Divide,Denver|CO|80234|39.9108|-105.0109|990452,Psychiatric nurse,adults_2550_female_urban,3959,30,3959,Website,1994-07-15,28
507-30-5057,Jennifer,Morgan,F,728 David Camp Apt. 326,Colorado Springs|CO|80929|38.7968|-104.6079|525713,Broadcast journalist,adults_2550_female_urban,2740,36,2740,Website,1991-11-23,30
428-41-1787,Miranda,Velez,F,1745 Alexander Drives Suite 266,Pueblo|CO|81005|38.2352|-104.66|151815,Naval architect,adults_2550_female_urban,1197,6,1197,Website,1990-10-02,31
504-74-7652,Diane,Morrow,F,8263 Parker Summit Apt. 511,Aurora|CO|80014|39.6662|-104.835|389246,Glass blower/designer,adults_2550_female_urban,1384,40,1384,Website,1977-04-24,45
657-14-8057,Janice,Harris,F,6507 Joseph Cove,Littleton|CO|80121|39.6111|-104.9532|320420,Event organiser,adults_2550_female_urban,4638,33,4638,Website,1992-02-26,30
504-78-3192,Jacqueline,Lopez,F,815 Carroll Meadows,Longmont|CO|80501|40.1779|-105.101|117461,"Designer, jewellery",adults_2550_female_urban,3279,66,3279,Website,1978-08-04,44
373-66-7949,Kimberly,Wright,F,2274 Gomez River,Denver|CO|80246|39.7086|-104.9312|990452,Theme park manager,adults_2550_female_urban,3544,1,3544,Website,1985-08-15,37
590-14-5473,Dawn,Walker,F,551 Sandra Drive,Denver|CO|80226|39.7123|-105.0918|990452,"Administrator, charities/voluntary organisations",adults_2550_female_urban,4516,1,4516,Website,1985-09-27,36
880-61-6851,Jennifer,Martin,F,3356 Nguyen Avenue Suite 394,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Pilot, airline",adults_2550_female_urban,335,73,335,Website,1991-07-22,31
267-28-8578,Melody,Chase,F,79637 Donna Station Apt. 793,Denver|CO|80232|39.6895|-105.0908|990452,Volunteer coordinator,adults_2550_female_urban,963,64,963,Website,1990-12-17,31
592-02-2228,Kelsey,Warren,F,00595 Tina Pass Suite 886,Golden|CO|80401|39.7305|-105.1915|57589,Retired,adults_50up_female_urban,646,34,646,Website,1946-09-29,75
359-87-4937,Barbara,Hernandez,F,83294 Robinson Keys,Golden|CO|80403|39.8232|-105.2825|57589,Animal technologist,adults_50up_female_urban,161,34,161,Website,1967-10-07,54
152-30-7139,Danielle,Ramos,F,51966 Graves Station Apt. 141,Brighton|CO|80603|39.9515|-104.7746|73471,Copy,adults_50up_female_urban,1396,39,1396,Website,1970-03-14,52
021-91-4466,Michele,Warren,F,19495 Joshua Fork Apt. 061,Brighton|CO|80602|39.9636|-104.9072|73471,Control and instrumentation engineer,adults_50up_female_urban,1914,39,1914,Website,1966-06-20,56
091-81-6497,Sarah,Cox,F,1441 Scott Corners,Aurora|CO|80012|39.6987|-104.8377|389246,Police officer,adults_50up_female_urban,4318,43,4318,Website,1966-09-11,56
737-78-9074,Chelsea,Ramirez,F,2447 Crawford Island Apt. 251,Fort Collins|CO|80524|40.5986|-105.0581|175625,Retired,adults_50up_female_urban,1179,1,1179,Website,1954-10-05,67
607-91-1771,Stephanie,Stewart,F,8164 Hogan Brook,Denver|CO|80202|39.7491|-104.9946|990452,"Surveyor, building control",adults_50up_female_urban,5245,38,5245,Website,1966-03-18,56
194-32-0216,Pamela,White,F,65619 Wall Parkway,Aurora|CO|80014|39.6662|-104.835|389246,"Chemist, analytical",adults_50up_female_urban,3260,74,3260,Website,1966-09-08,56
675-65-6868,Sarah,Patterson,F,39055 Rodriguez Inlet Apt. 714,Littleton|CO|80124|39.5506|-104.8972|320420,"Psychologist, occupational",adults_50up_female_urban,3128,69,3128,Website,1968-02-09,54
129-12-1814,Tammy,Nelson,F,81080 Kyle Ferry,Greeley|CO|80631|40.385|-104.6806|101464,Police officer,adults_50up_female_urban,1452,72,1452,Website,1964-05-28,58
617-32-6930,Amy,Jones,F,41578 Christian Crossing Suite 093,Littleton|CO|80124|39.5506|-104.8972|320420,"Research officer, trade union",adults_50up_female_urban,4194,63,4194,Website,1964-01-03,58
725-17-7501,Alexandra,Henry,F,669 Holly Lights,Longmont|CO|80504|40.1306|-104.9504|117461,Private music teacher,adults_50up_female_urban,2434,42,2434,Website,1969-05-24,53
188-04-7708,Yvonne,Austin,F,0031 Danny Cliff Suite 716,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Designer, television/film set",adults_50up_female_urban,3958,37,3958,Website,1970-04-30,52
584-63-3307,Regina,Hernandez,F,47187 Cathy Parkways,Littleton|CO|80128|39.5918|-105.0832|320420,Sub,adults_50up_female_urban,1378,74,1378,Website,1965-11-25,56
289-04-7424,Kristin,Leon,F,3852 Lewis Falls Apt. 513,Canon City|CO|81212|38.4451|-105.2178|29742,Meteorologist,adults_50up_female_urban,7186,27,7186,Website,1968-06-01,54
145-47-2464,Monica,Jensen,F,25437 Cordova Corners Suite 160,Fort Collins|CO|80528|40.4961|-105.0002|175625,Art gallery manager,adults_50up_female_urban,1850,52,1850,Website,1966-07-05,56
451-25-6487,Chelsea,Cook,F,971 Kristine Springs Apt. 596,Denver|CO|80237|39.6431|-104.8987|990452,Waste management officer,adults_50up_female_urban,3404,56,3404,Website,1964-10-11,57
244-87-0291,Cindy,Gonzalez,F,97757 Franklin Trafficway,Greeley|CO|80634|40.4109|-104.7541|101464,Charity officer,adults_50up_female_urban,87,72,87,Website,1970-11-17,51
712-93-6215,Audrey,Avery,F,256 Chad Tunnel,Denver|CO|80238|39.7388|-104.4083|990452,Farm manager,adults_50up_female_urban,6255,54,6255,Website,1970-01-01,52
780-95-4003,Tina,Baker,F,7927 Brenda Ports Apt. 120,Denver|CO|80207|39.7584|-104.9177|990452,Writer,adults_50up_female_urban,1027,1,1027,Website,1964-11-04,57
586-11-9769,Melissa,Mcdaniel,F,8651 Miller Knolls Apt. 370,Golden|CO|80401|39.7305|-105.1915|57589,Multimedia programmer,adults_50up_female_urban,7434,34,7434,Website,1966-04-04,56
039-83-0395,Jessica,Smith,F,730 Andrew Alley Apt. 686,Aurora|CO|80017|39.6948|-104.7881|389246,Network engineer,adults_50up_female_urban,158,40,158,Website,1969-07-03,53
263-87-4310,Jodi,Griffin,F,965 Holloway Mall,Pueblo|CO|81003|38.2843|-104.6234|151815,Commercial horticulturist,adults_50up_female_urban,1836,36,1836,Website,1968-03-07,54
458-93-6004,Jennifer,Williams,F,833 Sutton Meadow,Broomfield|CO|80021|39.8854|-105.1139|92337,"Scientist, product/process development",adults_50up_female_urban,1938,57,1938,Website,1963-09-30,58
505-98-4121,Emily,James,F,958 Lauren Creek,Denver|CO|80232|39.6895|-105.0908|990452,Energy engineer,adults_50up_female_urban,6178,1,6178,Website,1964-10-15,57
822-86-0782,Nancy,Campbell,F,70327 Brian Crescent Apt. 116,Denver|CO|80235|39.6472|-105.0795|990452,Building surveyor,adults_50up_female_urban,3036,16,3036,Website,1965-03-31,57
810-99-0393,Jessica,Stone,F,9153 Aaron Falls,Denver|CO|80204|39.734|-105.0259|990452,Retired,adults_50up_female_urban,487,1,487,Website,1946-04-01,76
856-89-0196,Tammy,Crawford,F,29986 Madeline Stravenue Apt. 660,Colorado Springs|CO|80921|39.0487|-104.814|525713,"Psychotherapist, dance movement",adults_50up_female_urban,4789,24,4789,Website,1964-09-26,57
394-41-9275,Leah,Shannon,F,15361 Melendez Harbor Suite 035,Littleton|CO|80129|39.5397|-105.0109|320420,Child psychotherapist,adults_50up_female_urban,1316,67,1316,Website,1970-11-13,51
659-37-0388,Darlene,Walton,F,67655 May Branch Suite 544,Longmont|CO|80503|40.1559|-105.1624|117461,"Conservation officer, nature",adults_50up_female_urban,1182,66,1182,Website,1970-10-16,51
332-09-2426,Angela,Smith,F,582 Lindsey Burgs Apt. 585,Parker|CO|80138|39.5102|-104.7216|84861,Chartered certified accountant,adults_50up_female_urban,11596,70,11288,Website,1964-12-04,57
261-59-8762,Caroline,Harris,F,11381 Koch Fork Apt. 138,Parker|CO|80138|39.5102|-104.7216|84861,Recruitment consultant,adults_50up_female_urban,272,70,272,Website,1968-10-25,53
599-96-3523,Ruth,Banks,F,21041 Rodriguez Plain Suite 081,Denver|CO|80234|39.9108|-105.0109|990452,Retired,adults_50up_female_urban,1473,1,1473,Website,1955-12-06,66
127-13-1529,Jessica,Stark,F,42153 Campos Center Suite 693,Denver|CO|80215|39.7435|-105.1009|990452,Minerals surveyor,adults_50up_female_urban,4723,1,4723,Website,1965-02-06,57
502-53-1046,Deanna,Rodgers,F,225 Teresa Gateway Suite 242,Parker|CO|80134|39.4895|-104.8447|84861,"Scientist, water quality",adults_50up_female_urban,2501,70,2501,Website,1964-12-04,57
797-68-0847,Jennifer,Roy,F,10610 Price Coves,Aurora|CO|80010|39.7368|-104.8646|389246,Multimedia specialist,adults_50up_female_urban,321,47,321,Website,1967-10-24,54
578-63-7798,Amanda,English,F,2077 Debra Stravenue Suite 417,Loveland|CO|80537|40.3849|-105.0916|82751,"Conservation officer, historic buildings",adults_50up_female_urban,12378,76,12070,Website,1970-08-27,52
061-06-0198,Yvonne,Collier,F,31698 Julia Cove,Westminster|CO|80031|39.8753|-105.0345|49261,Retired,adults_50up_female_urban,2133,53,2133,Website,1945-11-28,76
208-38-3041,Cynthia,Williams,F,587 Hall Mission,Westminster|CO|80031|39.8753|-105.0345|49261,Land/geomatics surveyor,adults_50up_female_urban,3085,62,3085,Website,1970-06-29,52
058-05-0359,Lisa,Glover,F,18301 Jackson Ford Apt. 393,Denver|CO|80249|39.7783|-104.7556|990452,Student,young_adults_female_urban,3319,1,3319,Website,2003-04-24,19
678-09-6308,Amy,Rodriguez,F,709 Megan Points Apt. 010,Denver|CO|80236|39.6535|-105.0376|990452,Student,young_adults_female_urban,2888,1,2888,Website,2002-09-09,20
651-40-3139,Melissa,Perry,F,6802 Frank Drive,Littleton|CO|80130|39.5414|-104.9218|320420,Chief Technology Officer,young_adults_female_urban,128,63,128,Website,1997-04-04,25
491-89-1851,Susan,Russo,F,7117 Gilmore Forest,Parker|CO|80138|39.5102|-104.7216|84861,Accommodation manager,young_adults_female_urban,2560,70,2560,Website,1998-06-20,24
480-09-3182,Andrea,Lopez,F,04897 Carl Brooks Suite 513,Denver|CO|80206|39.7331|-104.9524|990452,Museum/gallery conservator,young_adults_female_urban,2489,64,2489,Website,1999-01-28,23
365-41-7475,Gail,Sanchez,F,1985 Katie Shoal Suite 302,Denver|CO|80212|39.7683|-105.0493|990452,"Scientist, audiological",young_adults_female_urban,4863,1,4863,Website,1998-03-02,24
317-37-0217,Ellen,Hill,F,7847 Bethany Fields,Boulder|CO|80303|39.9914|-105.2392|120932,Student,young_adults_female_urban,4091,29,4091,Website,2006-09-07,16
650-63-3745,Jennifer,Rodriguez,F,855 Raymond Lights,Denver|CO|80247|39.6971|-104.8819|990452,Tour manager,young_adults_female_urban,3766,1,3766,Website,2004-03-10,18
868-21-3484,Marie,Bennett,F,122 Gwendolyn Garden Suite 611,Aurora|CO|80015|39.6255|-104.7874|389246,Student,young_adults_female_urban,4660,60,4660,Website,1999-07-06,23
641-13-5284,Laurie,Hayes,F,6375 Chad Trail Apt. 977,Englewood|CO|80111|39.6123|-104.8799|99594,Human resources officer,young_adults_female_urban,5521,9,5521,Website,1997-05-15,25
845-96-4788,Ashley,Hale,F,763 Russell Ports Suite 625,Aurora|CO|80012|39.6987|-104.8377|389246,Student,young_adults_female_urban,1202,47,1202,Website,2004-10-11,17
081-79-9525,Rachel,Garcia,F,976 Lawrence Flat Apt. 946,Longmont|CO|80504|40.1306|-104.9504|117461,Student,young_adults_female_urban,3846,27,3846,Website,2004-07-11,18
733-94-7240,Jennifer,White,F,7981 Lamb Garden,Boulder|CO|80301|40.0497|-105.2143|120932,Public relations officer,young_adults_female_urban,1680,29,1680,Website,1999-03-28,23
466-47-1296,Rebecca,Nguyen,F,696 Jeffrey Islands Suite 382,Colorado Springs|CO|80916|38.8076|-104.7403|525713,Student,young_adults_female_urban,13750,12,13442,Website,2004-11-13,17
557-68-2835,Deborah,Tate,F,702 Jenkins Prairie,Denver|CO|80211|39.7665|-105.0204|990452,Student,young_adults_female_urban,1647,71,1647,Website,2002-03-26,20
033-21-5793,Anne,Jackson,F,550 Shannon Light Apt. 549,Arvada|CO|80003|39.8286|-105.0655|122111,Student,young_adults_female_urban,3339,31,3339,Website,2000-01-29,22
724-38-4635,Christina,Chang,F,88543 Tate Summit Suite 558,Colorado Springs|CO|80921|39.0487|-104.814|525713,Student,young_adults_female_urban,4587,36,4587,Website,2002-05-06,20
875-76-4904,Dana,Perkins,F,2717 Singleton Crest Suite 975,Denver|CO|80221|39.838|-104.9988|990452,Student,young_adults_female_urban,83,1,83,Website,2002-12-25,19
399-19-5058,Abigail,Mason,F,7938 Stephanie Drive,Denver|CO|80205|39.759|-104.9661|990452,"Therapist, music",young_adults_female_urban,3611,30,3611,Website,1996-05-27,26
523-62-5595,Kelly,Campbell,F,1784 Alex Center,Aurora|CO|80014|39.6662|-104.835|389246,Systems analyst,young_adults_female_urban,4941,60,4941,Website,2003-02-25,19
662-29-1795,Tanya,Perez,F,314 Spencer Land,Fort Collins|CO|80521|40.5813|-105.1039|175625,Student,young_adults_female_urban,429,50,429,Website,2005-01-20,17
482-24-8998,Tara,Alvarez,F,9224 Gina Flat,Canon City|CO|81212|38.4451|-105.2178|29742,"Geologist, engineering",young_adults_female_urban,2308,27,2308,Website,1998-10-31,23
441-18-2887,Jessica,Rivers,F,6566 Avila Squares Suite 782,Pueblo|CO|81007|38.387|-104.7792|151815,"Lecturer, further education",young_adults_female_urban,2982,6,2982,Website,1997-03-23,25
777-73-9516,Alexandra,Duffy,F,2176 Joseph Mission,Greeley|CO|80634|40.4109|-104.7541|101464,Student,young_adults_female_urban,1020,72,1020,Website,2001-05-10,21
242-99-9256,Andrea,Sullivan,F,34702 Sheppard Fall,Denver|CO|80226|39.7123|-105.0918|990452,Student,young_adults_female_urban,2038,1,2038,Website,2004-03-29,18
152-58-8908,Christine,Gray,F,37936 Payne Prairie Suite 903,Colorado Springs|CO|80904|38.8533|-104.8595|525713,Counselling psychologist,young_adults_female_urban,2841,18,2841,Website,1997-04-10,25
691-88-0225,Nicole,Hernandez,F,788 Knight Row,Greeley|CO|80634|40.4109|-104.7541|101464,Student,young_adults_female_urban,4680,72,4680,Website,2003-05-24,19
310-04-0632,Angela,Curry,F,01360 Johnson Stravenue Suite 399,Colorado Springs|CO|80906|38.7902|-104.8199|525713,Student,young_adults_female_urban,562,49,562,Website,1999-09-22,23
395-99-9866,Jennifer,Gomez,F,856 Joseph Drive,Boulder|CO|80303|39.9914|-105.2392|120932,Student,young_adults_female_urban,202,29,202,Website,2000-11-21,21
881-03-7925,Angela,Moore,F,8309 Joy Passage,Loveland|CO|80538|40.4262|-105.09|82751,Student,young_adults_female_urban,13406,42,13098,Website,2002-04-18,20
693-53-4992,Victoria,Anderson,F,087 Tonya Circle Suite 137,Denver|CO|80204|39.734|-105.0259|990452,Student,young_adults_female_urban,3066,54,3066,Website,2006-03-09,16
289-66-3182,John,Jones,M,58327 David Rue,Allenspark|CO|80510|40.2268|-105.5201|420,Air traffic controller,adults_2550_male_rural,5376,14,5376,Call Center,1994-01-23,28
819-25-3955,Kevin,Nelson,M,0344 Katherine View Apt. 823,Denver|CO|80215|39.7435|-105.1009|990452,Civil Service administrator,adults_2550_male_urban,2572,1,2572,Call Center,1977-10-08,44
310-77-3204,Matthew,Petersen,M,6850 Montgomery Rest,Fort Collins|CO|80525|40.5384|-105.0547|175625,Electronics engineer,adults_2550_male_urban,2616,50,2616,Call Center,1994-07-07,28
045-65-8448,James,Carter,M,48979 Dawson Crossroad,Denver|CO|80237|39.6431|-104.8987|990452,Learning mentor,adults_2550_male_urban,876,1,876,Call Center,1984-11-25,37
564-54-2218,Jerry,Stephens,M,53446 Jackson Stravenue,Denver|CO|80247|39.6971|-104.8819|990452,Child psychotherapist,adults_2550_male_urban,7576,38,7576,Call Center,1986-07-10,36
798-56-8654,Joshua,Moreno,M,071 Robert Wall Suite 835,Littleton|CO|80121|39.6111|-104.9532|320420,Astronomer,adults_2550_male_urban,3439,62,3439,Call Center,1991-01-27,31
365-52-8523,Terry,Everett,M,13836 Trujillo Islands Suite 242,Denver|CO|80203|39.7313|-104.9811|990452,Accounting technician,adults_2550_male_urban,3187,7,3187,Call Center,1976-09-02,46
691-48-0833,James,Taylor,M,3753 Bright Shore Apt. 357,Englewood|CO|80112|39.5805|-104.9011|99594,"Lighting technician, broadcasting/film/video",adults_2550_male_urban,5243,2,5243,Call Center,1994-04-18,28
141-84-6123,Brian,Rogers,M,1516 Walker Groves Suite 821,Denver|CO|80227|39.6667|-105.0854|990452,Chiropractor,adults_2550_male_urban,2998,1,2998,Call Center,1985-04-02,37
115-66-6026,Christopher,Pena,M,415 Thompson Fall Apt. 518,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Solicitor, Scotland",adults_2550_male_urban,2104,37,2104,Call Center,1972-01-08,50
324-77-7207,Daniel,Wilson,M,826 Cindy Run,Aurora|CO|80012|39.6987|-104.8377|389246,Race relations officer,adults_2550_male_urban,3501,51,3501,Call Center,1988-03-21,34
807-41-0391,John,Reid,M,97534 Bailey Route Apt. 262,Parker|CO|80138|39.5102|-104.7216|84861,Dentist,adults_2550_male_urban,5128,70,5128,Call Center,1987-12-24,34
473-08-8364,Christopher,Moore,M,02519 Holmes Views,Parker|CO|80138|39.5102|-104.7216|84861,Biomedical scientist,adults_2550_male_urban,457,70,457,Call Center,1974-09-26,47
224-40-1095,Nicholas,Green,M,133 Nguyen Lock,Longmont|CO|80503|40.1559|-105.1624|117461,Radio broadcast assistant,adults_2550_male_urban,2423,42,2423,Call Center,1981-07-09,41
229-51-4447,Eric,Berger,M,216 Sandoval Unions,Louisville|CO|80027|39.9789|-105.1456|31034,Primary school teacher,adults_2550_male_urban,1707,10,1707,Call Center,1975-02-18,47
383-12-7411,Christopher,Rodriguez,M,89908 Curtis Viaduct Apt. 482,Denver|CO|80212|39.7683|-105.0493|990452,"Doctor, hospital",adults_2550_male_urban,334,32,334,Call Center,1993-10-31,28
713-14-5033,Colin,Davis,M,404 Green Underpass,Longmont|CO|80501|40.1779|-105.101|117461,Social researcher,adults_2550_male_urban,4923,66,4923,Call Center,1986-07-02,36
674-91-9058,Dustin,Reyes,M,402 Zimmerman Shores,Castle Rock|CO|80104|39.3926|-104.8602|67419,Plant breeder/geneticist,adults_2550_male_urban,3249,17,3249,Call Center,1983-01-20,39
871-15-0521,Anthony,Gonzalez,M,563 John Manor,Denver|CO|80238|39.7388|-104.4083|990452,Optometrist,adults_2550_male_urban,3225,13,3225,Call Center,1981-03-17,41
204-78-3148,Craig,Collins,M,78970 Rachel Vista,Parker|CO|80138|39.5102|-104.7216|84861,"Pharmacist, hospital",adults_2550_male_urban,1246,70,1246,Call Center,1986-11-19,35
636-12-1049,James,Gibson,M,61181 Gary Dale,Parker|CO|80138|39.5102|-104.7216|84861,Homeopath,adults_2550_male_urban,2548,48,2548,Call Center,1977-10-06,44
482-53-2584,Jack,Smith,M,84619 Eric Divide,Littleton|CO|80128|39.5918|-105.0832|320420,Fashion designer,adults_2550_male_urban,3581,33,3581,Call Center,1991-12-23,30
241-79-1325,Keith,Salinas,M,85126 Gallagher Summit Suite 362,Denver|CO|80220|39.7312|-104.9129|990452,Oceanographer,adults_2550_male_urban,3893,1,3893,Call Center,1993-12-26,28
207-19-1687,Lawrence,Dalton,M,6359 Lori Ways Apt. 356,Commerce City|CO|80022|39.8259|-104.9113|42699,Prison officer,adults_2550_male_urban,13051,55,12743,Call Center,1989-01-13,33
731-58-8149,Timothy,Snyder,M,51613 Holmes Islands Apt. 998,Littleton|CO|80120|39.5994|-105.0044|320420,"Chemist, analytical",adults_2550_male_urban,4251,44,4251,Call Center,1984-04-26,38
266-98-6827,David,Dixon,M,231 White Causeway Suite 065,Aurora|CO|80018|39.7102|-104.7071|389246,"Lecturer, further education",adults_2550_male_urban,5126,43,5126,Call Center,1989-04-03,33
600-12-1590,William,Hicks,M,2735 Murphy Vista Apt. 906,Englewood|CO|80112|39.5805|-104.9011|99594,Warehouse manager,adults_2550_male_urban,11701,9,11393,Call Center,1973-04-14,49
890-84-4888,Gary,Chambers,M,5848 Johnson Ways Suite 162,Denver|CO|80205|39.759|-104.9661|990452,"Scientist, marine",adults_2550_male_urban,3023,16,3023,Call Center,1983-04-04,39
096-83-7157,Wesley,Foster,M,5971 Walker Square Suite 934,Westminster|CO|80031|39.8753|-105.0345|49261,Cartographer,adults_2550_male_urban,3337,53,3337,Call Center,1976-04-13,46
662-11-5196,Mark,Wilkinson,M,2780 Harris Row,Colorado Springs|CO|80930|38.8289|-104.5269|525713,Child psychotherapist,adults_2550_male_urban,3824,41,3824,Call Center,1995-01-07,27
464-90-9656,Raymond,Ward,M,82836 Pacheco Radial Apt. 416,Arvada|CO|80004|39.8141|-105.1177|122111,Magazine features editor,adults_2550_male_urban,797,8,797,Call Center,1972-01-27,50
851-68-0089,Jonathan,Blair,M,361 Lewis Cliffs,Fountain|CO|80817|38.6996|-104.7005|27311,Theatre director,adults_2550_male_urban,2865,15,2865,Call Center,1972-11-18,49
198-99-0223,David,Kennedy,M,9448 Jack Path,Denver|CO|80246|39.7086|-104.9312|990452,"Sales professional, IT",adults_2550_male_urban,13620,16,13312,Call Center,1994-07-26,28
885-32-8175,Larry,Moore,M,6070 Edwards Bridge,Aurora|CO|80013|39.6575|-104.7846|389246,Museum/gallery curator,adults_2550_male_urban,2320,60,2320,Call Center,1975-05-23,47
233-07-4987,Joseph,Williams,M,9464 Sierra Centers Suite 245,Commerce City|CO|80022|39.8259|-104.9113|42699,Secretary/administrator,adults_2550_male_urban,490,55,490,Call Center,1974-10-23,47
810-87-7041,Raymond,Watson,M,90704 Turner Loop,Golden|CO|80401|39.7305|-105.1915|57589,Homeopath,adults_2550_male_urban,886,34,886,Call Center,1972-02-02,50
301-42-7995,Ricky,Jackson,M,5684 Charles Station Apt. 893,Aurora|CO|80016|39.6012|-104.7394|389246,Counsellor,adults_2550_male_urban,3504,40,3504,Call Center,1976-01-25,46
561-13-9198,Matthew,Malone,M,40812 Scott Road,Denver|CO|80218|39.7327|-104.9717|990452,"Optician, dispensing",adults_2550_male_urban,441,1,441,Call Center,1983-09-14,39
843-66-6396,Brandon,Ellis,M,218 Brown Valley Apt. 653,Denver|CO|80236|39.6535|-105.0376|990452,Financial planner,adults_2550_male_urban,10636,64,10328,Call Center,1995-08-03,27
167-42-1611,Douglas,Johnson,M,49490 Wells Falls Apt. 604,Colorado Springs|CO|80951|38.8881|-104.6556|525713,Communications engineer,adults_2550_male_urban,2232,36,2232,Call Center,1991-05-27,31
627-46-0148,Gregory,Gibson,M,528 Griffin Shore,Parker|CO|80138|39.5102|-104.7216|84861,Archivist,adults_2550_male_urban,4376,70,4376,Call Center,1978-03-05,44
404-47-5379,Jeremy,Avery,M,575 Green Club Suite 921,Denver|CO|80202|39.7491|-104.9946|990452,"Administrator, sports",adults_2550_male_urban,3883,18,3883,Call Center,1989-09-27,32
494-72-8118,Curtis,Gomez,M,4847 Dudley Light,Golden|CO|80403|39.8232|-105.2825|57589,"Teacher, secondary school",adults_2550_male_urban,1280,34,1280,Call Center,1976-05-08,46
856-59-7491,Shawn,Ellis,M,28295 Eric Place Apt. 306,Littleton|CO|80124|39.5506|-104.8972|320420,"Scientist, water quality",adults_2550_male_urban,3606,63,3606,Call Center,1982-06-06,40
365-47-6630,Robert,Thomas,M,429 Travis Groves,Durango|CO|81301|37.2874|-107.8617|36051,"Teacher, adult education",adults_2550_male_urban,5275,28,5275,Call Center,1974-05-21,48
030-08-9582,Robert,Simpson,M,35652 Lisa Key,Littleton|CO|80124|39.5506|-104.8972|320420,Osteopath,adults_2550_male_urban,725,75,725,Call Center,1980-12-11,41
830-20-5003,Jeremiah,Hurley,M,8765 Eric Wells Apt. 015,Denver|CO|80247|39.6971|-104.8819|990452,Dispensing optician,adults_2550_male_urban,7127,3,7127,Call Center,1981-09-29,40
755-69-8441,Juan,Prince,M,2061 Hogan Station,Arvada|CO|80007|39.8634|-105.1724|122111,Tree surgeon,adults_2550_male_urban,714,31,714,Call Center,1994-10-08,27
309-19-2398,William,Edwards,M,18409 Benjamin Mountains,Brighton|CO|80601|39.943|-104.7866|73471,Pensions consultant,adults_2550_male_urban,1758,35,1758,Call Center,1971-11-13,50
142-32-8907,Bryan,Phillips,M,458 Padilla Flats Suite 129,Broomfield|CO|80023|39.9619|-105.0148|92337,Hydrologist,adults_2550_male_urban,3522,57,3522,Call Center,1987-02-02,35
716-94-7855,Riley,Sanchez,M,877 Edward Center,Aurora|CO|80019|39.7656|-104.7069|389246,"Engineer, structural",adults_2550_male_urban,4100,74,4100,Call Center,1979-03-13,43
516-72-8392,Bryan,Decker,M,9973 Long Courts,Littleton|CO|80125|39.4845|-105.0561|320420,Volunteer coordinator,adults_2550_male_urban,3987,67,3987,Call Center,1984-11-07,37
696-74-6278,Marcus,Peck,M,7570 Amber Glens,Loveland|CO|80537|40.3849|-105.0916|82751,"Administrator, arts",adults_2550_male_urban,5579,77,5579,Call Center,1975-02-16,47
542-88-7859,Matthew,Valdez,M,8491 Joseph Wells,Denver|CO|80220|39.7312|-104.9129|990452,"Teacher, adult education",adults_2550_male_urban,1056,1,1056,Call Center,1987-06-19,35
065-42-8806,Brent,Walker,M,2919 Elizabeth Walks,Denver|CO|80218|39.7327|-104.9717|990452,Technical brewer,adults_2550_male_urban,6906,64,6906,Call Center,1973-09-25,48
144-24-9555,Christopher,Williams,M,6503 Jenny Vista,Denver|CO|80206|39.7331|-104.9524|990452,"Programmer, systems",adults_2550_male_urban,3297,1,3297,Call Center,1992-04-17,30
812-59-4592,Harry,Velasquez,M,215 Gonzalez Manors Suite 006,Denver|CO|80212|39.7683|-105.0493|990452,"Producer, television/film/video",adults_2550_male_urban,1900,23,1900,Call Center,1989-11-22,32
